time,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor1_speed,motor2_speed,motor3_speed,motor4_speed
0,0,-0.12604,0,0.13773,0,0,0,0
50,0,-0.12604,0,0.13773,-0.067,-2.915,-0.01,3.125
100,0,-0.12604,0,0.13773,-0.019,-6.625,-0.134,5.848
150,0,-0.12604,0,0.13773,0.029,-9.674,0.153,10.949
200,0,-0.12604,0,0.13773,-0.058,-11.045,0.719,13.087
250,0,-0.12604,0,0.13773,0.019,-13.355,0.47,15.378
300,0,-0.12604,0,0.13773,-0.134,-15.033,0.546,16.768
350,0,-0.12604,0,0.13773,0.077,-15.982,0.844,17.142
400,0,-0.12604,0,0.13773,-0.038,-16.672,0.623,20.009
450,0,-0.12604,0,0.13773,-0.336,-18.715,0.623,20.958
500,0,-0.12604,0,0.13773,0.268,-18.12,1.361,20.853
550,0,-0.12604,0,0.13773,0.144,-18.58,2.512,22.271
600,0,-0.12604,0,0.13773,0.077,-17.392,2.176,22.444
650,0,-0.12604,0,0.13773,-0.537,-19.951,0.029,22.617
700,0,-0.12604,0,0.13773,-0.01,-18.667,-0.834,20.766
750,0,-0.12604,0,0.13773,0.46,-19.558,-0.652,19.635
800,0,-0.12604,0,0.13773,-0.949,-19.271,0.048,21.332
850,0,-0.12604,0,0.13773,-0.508,-19.577,0.038,20.047
900,0,-0.12604,0,0.13773,1.016,-19.127,-0.288,20.824
950,0,-0.12604,0,0.13773,0.058,-19.951,-0.153,21.773
1000,0.07082,0,-0.08535,0,0.326,-18.993,0.259,21.246
1050,0.07082,0,-0.08535,0,4.171,-16.922,-4.727,18.034
1100,0.07082,0,-0.08535,0,6.385,-15.695,-6.615,15.627
1150,0.07082,0,-0.08535,0,7.133,-13.461,-9.06,12.492
1200,0.07082,0,-0.08535,0,7.593,-11.745,-9.05,10.7
1250,0.07082,0,-0.08535,0,8.005,-7.977,-9.798,8.341
1300,0.07082,0,-0.08535,0,9.137,-5.973,-10.824,6.615
1350,0.07082,0,-0.08535,0,8.705,-4.784,-8.897,5.58
1400,0.07082,0,-0.08535,0,9.271,-2.991,-9.252,2.435
1450,0.07082,0,-0.08535,0,9.367,-1.275,-9.108,1.707
1500,0.07082,0,-0.08535,0,10.153,-0.096,-10.105,1.198
1550,0.07082,0,-0.08535,0,10.652,0.115,-10.546,0.69
1600,0.07082,0,-0.08535,0,10.632,-0.077,-11.15,-0.058
1650,0.07082,0,-0.08535,0,11.16,0.038,-11.409,0.173
1700,0.07082,0,-0.08535,0,11.764,-0.211,-12.464,0.221
1750,0.07082,0,-0.08535,0,12.051,0.115,-12.809,0.048
1800,0.07082,0,-0.08535,0,12.214,-0.086,-12.828,0.029
1850,0.07082,0,-0.08535,0,12.186,-0.288,-13.365,0
1900,0.07082,0,-0.08535,0,11.908,-1.438,-12.492,0.259
1950,0.07082,0,-0.08535,0,11.256,-1.198,-12.684,-0.364
2000,0.07082,0,-0.08535,0,12.118,-0.105,-12.521,0.01
2050,0,0.05483,0,0,11.908,0.105,-12.301,-0.46
2100,0,0.05483,0,0,11.093,3.806,-10.45,0.115
2150,0,0.05483,0,0,10.68,3.854,-7.075,0.307
2200,0,0.05483,0,0,9.108,5.34,-3.797,0.364
2250,0,0.05483,0,0,7.814,6.088,-1.707,0.499
2300,0,0.05483,0,0,6.98,6.04,-0.268,0.671
2350,0,0.05483,0,0,5.244,6.424,1.448,0.412
2400,0,0.05483,0,0,3.384,7.191,2.167,-0.144
2450,0,0.05483,0,0,3.423,6.625,1.534,-1.486
2500,0,0.05483,0,0,3.969,6.021,0.681,-0.393
2550,0,0.05483,0,0,3.135,5.081,1.476,0.163
2600,0,0.05483,0,0,3.068,3.825,1.898,0.738
2650,0,0.05483,0,0,3.097,5.014,2.867,1.333
2700,0,0.05483,0,0,2.09,4.803,1.361,-0.441
2750,0,0.05483,0,0,1.745,4.458,0.144,-1.515
2800,0,0.05483,0,0,2.819,3.125,-0.019,-0.153
2850,0,0.05483,0,0,3.413,3.404,0.038,0.47
2900,0,0.05483,0,0,2.541,2.713,-0.182,-0.201
2950,0,0.05483,0,0,1.917,2.406,0.077,0.019
3000,0,0.05483,0,0,1.745,2.502,0.489,-0.029
3050,0,0.05483,0,0,1.007,2.512,0.834,-0.105
3100,0.05164,0,-0.07578,-0.06777,0.508,1.524,0.412,-0.221
3150,0.05164,0,-0.07578,-0.06777,1.093,-1.122,-2.378,-4.736
3200,0.05164,0,-0.07578,-0.06777,0.058,-1.467,-6.136,-4.794
3250,0.05164,0,-0.07578,-0.06777,0.374,-1.256,-8.264,-6.951
3300,0.05164,0,-0.07578,-0.06777,0.662,-0.767,-9.837,-8.533
3350,0.05164,0,-0.07578,-0.06777,1.333,-0.221,-10.594,-10.009
3400,0.05164,0,-0.07578,-0.06777,2.531,0.105,-10.824,-10.431
3450,0.05164,0,-0.07578,-0.06777,4.583,0.24,-12.003,-9.827
3500,0.05164,0,-0.07578,-0.06777,3.816,0.115,-11.975,-10.613
3550,0.05164,0,-0.07578,-0.06777,4.487,0.259,-12.512,-10.412
3600,0.05164,0,-0.07578,-0.06777,4.554,0.383,-12.32,-10.738
3650,0.05164,0,-0.07578,-0.06777,4.477,0.968,-12.138,-10.306
3700,0.05164,0,-0.07578,-0.06777,4.592,0.566,-12.349,-10.901
3750,0.05164,0,-0.07578,-0.06777,4.765,0.326,-12.78,-10.949
3800,0.05164,0,-0.07578,-0.06777,3.825,-0.278,-14.055,-11.131
3850,0.05164,0,-0.07578,-0.06777,4.535,0.163,-13.25,-10.354
3900,0.05164,0,-0.07578,-0.06777,4.362,0.153,-13.815,-10.728
3950,0.05164,0,-0.07578,-0.06777,4.775,-0.105,-13.279,-11.419
4000,0.05164,0,-0.07578,-0.06777,3.193,-0.23,-13.451,-11.351
4050,0.05164,0,-0.07578,-0.06777,3.653,0.144,-12.607,-10.91
4100,0.05164,0,-0.07578,-0.06777,3.672,0.192,-12.262,-10.815
4150,-0.05668,-0.08341,0.05067,0.0774,3.346,-0.316,-12.157,-11.035
4200,-0.05668,-0.08341,0.05067,0.0774,-0.604,-3.605,-6.692,4.391
4250,-0.05668,-0.08341,0.05067,0.0774,-2.905,-3.164,-0.575,8.907
4300,-0.05668,-0.08341,0.05067,0.0774,-3.586,-4.305,2.915,3.739
4350,-0.05668,-0.08341,0.05067,0.0774,-3.605,-5.983,3.576,6.146
4400,-0.05668,-0.08341,0.05067,0.0774,-4.094,-6.366,4.458,7.459
4450,-0.05668,-0.08341,0.05067,0.0774,-5.35,-7.814,5.091,8.073
4500,-0.05668,-0.08341,0.05067,0.0774,-5.935,-7.977,5.292,8.36
4550,-0.05668,-0.08341,0.05067,0.0774,-5.762,-9.022,5.57,10.278
4600,-0.05668,-0.08341,0.05067,0.0774,-5.628,-9.3,6.682,9.549
4650,-0.05668,-0.08341,0.05067,0.0774,-5.839,-7.632,7.315,9.367
4700,-0.05668,-0.08341,0.05067,0.0774,-5.637,-7.363,7.66,9.674
4750,-0.05668,-0.08341,0.05067,0.0774,-5.858,-7.564,7.823,10.105
4800,-0.05668,-0.08341,0.05067,0.0774,-6.414,-7.334,7.708,10.987
4850,-0.05668,-0.08341,0.05067,0.0774,-5.666,-7.938,7.842,10.469
4900,-0.05668,-0.08341,0.05067,0.0774,-6.491,-7.804,7.593,9.501
4950,-0.05668,-0.08341,0.05067,0.0774,-5.858,-7.919,7.123,9.616
5000,-0.05668,-0.08341,0.05067,0.0774,-6.184,-7.814,7.171,10.45
5050,-0.05668,-0.08341,0.05067,0.0774,-6.404,-9.05,7.708,9.865
5100,-0.05668,-0.08341,0.05067,0.0774,-7.401,-9.175,7.526,12.684
5150,-0.05668,-0.08341,0.05067,0.0774,-7.469,-9.405,8.092,11.025
5200,-0.18527,0,0.15713,0,-7.986,-10.546,7.44,14.4
5250,-0.18527,0,0.15713,0,-11.275,-4.18,11.006,4.803
5300,-0.18527,0,0.15713,0,-14.966,-3.979,13.307,2.704
5350,-0.18527,0,0.15713,0,-18.369,-2.752,15.647,0.709
5400,-0.18527,0,0.15713,0,-21.965,-2.704,17.842,-0.221
5450,-0.18527,0,0.15713,0,-24.17,-1.774,19.52,-0.058
5500,-0.18527,0,0.15713,0,-25.512,-0.786,21.783,-0.01
5550,-0.18527,0,0.15713,0,-25.991,-0.719,23.69,-0.259
5600,-0.18527,0,0.15713,0,-27.516,-0.527,24.946,0.058
5650,-0.18527,0,0.15713,0,-28.877,-0.748,25.56,-0.412
5700,-0.18527,0,0.15713,0,-30.114,-1.85,26.845,-0.048
5750,-0.18527,0,0.15713,0,-31.466,-2.847,26.902,-0.393
5800,-0.18527,0,0.15713,0,-30.239,-2.493,26.375,-0.546
5850,-0.18527,0,0.15713,0,-32.051,-0.46,27.324,-0.153
5900,-0.18527,0,0.15713,0,-30.239,-0.326,27.497,-0.892
5950,-0.18527,0,0.15713,0,-30.181,0.153,25.752,-0.115
6000,-0.18527,0,0.15713,0,-27.842,-0.489,26.663,0.01
6050,-0.18527,0,0.15713,0,-29.5,0.115,26.682,0.048
6100,-0.18527,0,0.15713,0,-30.469,-0.738,27.314,-0.92
6150,-0.18527,0,0.15713,0,-30.469,-0.451,27.516,-1.026
6200,-0.18527,0,0.15713,0,-30.708,-0.451,27.401,-0.173
6250,-0.18639,0,0.17056,0,-29.903,-1.707,27.18,0.173
6300,-0.18639,0,0.17056,0,-30.708,-2.138,27.209,-0.086
6350,-0.18639,0,0.17056,0,-30.133,-0.518,28.407,0.125
6400,-0.18639,0,0.17056,0,-30.085,0.096,29.673,-0.096
6450,-0.18639,0,0.17056,0,-30.191,0.182,29.97,-0.077
6500,-0.18639,0,0.17056,0,-30.843,0.077,29.778,0.058
6550,-0.18639,0,0.17056,0,-30.67,0.058,30.066,-0.01
6600,-0.18639,0,0.17056,0,-30.91,0.019,30.45,-0.115
6650,-0.18639,0,0.17056,0,-31.811,0.038,31.475,0.201
6700,-0.18639,0,0.17056,0,-32.252,-0.086,30.9,-0.01
6750,-0.18639,0,0.17056,0,-32.53,0.019,30.919,0
6800,-0.18639,0,0.17056,0,-32.386,0.038,31.916,-0.019
6850,-0.18639,0,0.17056,0,-32.089,-0.125,31.734,0.029
6900,-0.18639,0,0.17056,0,-32.588,0.105,31.379,-0.134
6950,-0.18639,0,0.17056,0,-32.377,0.01,31.178,0.048
7000,-0.18639,0,0.17056,0,-32.703,0.058,31.83,0.019
7050,-0.18639,0,0.17056,0,-32.252,-0.134,31.859,0.019
7100,-0.18639,0,0.17056,0,-32.808,0.019,31.447,0.105
7150,-0.18639,0,0.17056,0,-32.875,0.058,30.986,0.058
7200,-0.18639,0,0.17056,0,-32.722,-0.067,32.367,-0.288
7250,-0.18639,0,0.17056,0,-33.68,0.23,32.329,0.096
7300,0,0,0,0,-32.779,-0.067,31.475,0
7350,0,0,0,0,-27.353,-0.01,28.676,0.345
7400,0,0,0,0,-24.362,0.182,27.64,-0.173
7450,0,0,0,0,-22.387,0.288,24.918,-0.048
7500,0,0,0,0,-20.69,-0.115,22.377,-0.019
7550,0,0,0,0,-19.836,0.038,19.769,-0.125
7600,0,0,0,0,-17.737,-0.374,16.979,-0.019
7650,0,0,0,0,-11.179,0.681,12.694,0.067
7700,0,0,0,0,7.104,5.331,-4.113,-0.46
7750,0,0,0,0,6.596,4.286,-1.16,0.489
7800,0,0,0,0,4.151,2.934,0.029,0.345
7850,0,0,0,0,1.141,1.745,0.23,0.048
7900,0,0,0,0,0.211,0.69,0.412,0
7950,0,0,0,0,0.038,0.029,0.029,-0.01
8000,0,0,0,0,-0.019,0.01,0,-0.019
8050,0,0,0,0,0.01,-0.01,0,0
8100,0,0,0,0,-0.01,0,0,0
8150,0,0,0,0,0,0,0,0
8200,0,0,0,0,0,0,0,0
8250,0,0,0,0,0,0,0,0
8300,0,-0.07803,0,0.06041,0,0,0,0
8350,0,-0.07803,0,0.06041,-0.086,-2.512,0.105,2.243
8400,0,-0.07803,0,0.06041,-0.01,-3.94,-0.029,3.48
8450,0,-0.07803,0,0.06041,0.134,-5.187,0.719,6.078
8500,0,-0.07803,0,0.06041,-0.086,-6.146,0.508,6.96
8550,0,-0.07803,0,0.06041,-0.01,-7.44,0.144,7.958
8600,0,-0.07803,0,0.06041,-0.029,-8.609,0.029,8.312
8650,0,-0.07803,0,0.06041,0.24,-8.667,0.125,9.185
8700,0,-0.07803,0,0.06041,-0.019,-8.562,0.23,8.83
8750,0,-0.07803,0,0.06041,0.125,-8.849,0.067,8.811
8800,0,-0.07803,0,0.06041,-0.01,-9.175,0.067,9.501
8850,0,-0.07803,0,0.06041,-0.144,-9.607,-0.048,9.05
8900,0,-0.07803,0,0.06041,-0.096,-9.789,-0.192,9.281
8950,0,-0.07803,0,0.06041,0.134,-8.236,0.038,9.213
9000,0,-0.07803,0,0.06041,-0.01,-8.935,-0.144,8.523
9050,0,-0.07803,0,0.06041,-0.01,-9.156,-0.268,8.753
9100,0,-0.07803,0,0.06041,-0.048,-9.837,-0.029,8.792
9150,0,-0.07803,0,0.06041,-0.058,-9.444,0.086,9.539
9200,0,-0.07803,0,0.06041,-0.134,-8.993,0.23,9.654
9250,0,-0.07803,0,0.06041,0.058,-9.367,-0.182,9.3
9300,0,-0.07803,0,0.06041,0.01,-9.616,0.058,9.396
9350,0,0,0,0,0.105,-9.3,-0.077,9.798
9400,0,0,0,0,-0.048,-7.564,-0.058,7.277
9450,0,0,0,0,0.412,-5.359,-0.163,4.794
9500,0,0,0,0,0.029,-3.729,-0.029,3.892
9550,0,0,0,0,0.221,-1.131,-0.038,1.103
