time,cmd_vx,px,vx,cmd_vy,py,vy,cmd_vt,pt,vt
1492448572.2769969,0.0,-0.6219347972849874,-10.039556278160807,1.0,-0.2785123983274567,42.29327923786717,0.0,-0.3689280220443445,0.04737098453927696
1492448572.339205,0.031411,-0.6218138284279396,-8.555047359779476,0.99951,-0.279021999496256,36.039541683200646,0.005,-0.36930629665704373,0.040441737748090435
1492448572.3989882,0.062791,-0.6206237740022961,-4.699743647054327,0.99803,-0.27421774406595945,43.19410111517401,0.01,-0.3256756363657054,0.14540517573122028
1492448572.4600267,0.094108,-0.6192926284328096,-0.9675814157234743,0.99556,-0.2579628187055469,76.78362205555447,0.015,-0.25090407670842696,0.31568663525019325
1492448572.5200684,0.12533,-0.6190374552525595,-0.24420324409518668,0.99211,-0.22815792714712263,138.66103554967566,0.02,-0.1649933188303243,0.49259033985705897
1492448572.5825222,0.15643,-0.6193357850593979,-0.926038759053562,0.98769,-0.20206202071305385,184.32694880626437,0.025,-0.11619348648825545,0.553563336252804
1492448572.641428,0.18738,-0.6198604840891935,-2.0660797649373515,0.98229,-0.15526577325144175,273.8814794499644,0.03,-0.07927795335109744,0.5768658830120565
1492448572.697442,0.21814,-0.612700145723218,15.243494806240713,0.97592,-0.08367441702551828,411.8532126055257,0.035,-0.07862659754170265,0.5057477809090447
1492448572.7589576,0.24869,-0.6052130272477946,31.26932721829759,0.96858,-0.037388023737325665,473.08249121883466,0.04,-0.08124482798386845,0.43535195810507166
1492448572.8173306,0.27899,-0.5885031322818602,67.36392310285424,0.96029,0.032047967877018975,582.1826648125925,0.045,-0.08170042693200275,0.3792908400738794
1492448572.876183,0.30902,-0.5765649025737286,87.78668452594718,0.95106,0.0760648879397426,617.7085669845595,0.05,-0.08317061330608322,0.3277413835722092
1492448572.9369028,0.33874,-0.5628923172529826,109.90907426460501,0.94088,0.12117196699020863,651.5993770400995,0.055,-0.08355463812666208,0.28543395649933784
1492448572.9965074,0.36812,-0.5404494339880769,150.29553346905413,0.92978,0.18779442678840239,732.724108529552,0.06,-0.08165987428891741,0.2542114117997813
1492448573.0546587,0.39715,-0.5171833810866492,187.83150745610817,0.91775,0.2505774369298711,795.0330774931844,0.065,-0.07975511774796695,0.22695223658647584
