0.505,0.068153,-0.0053454,-0.11508,-0.041586
0.353,-0.11014,0.16294,0.1102,-0.16288
0.805,-0.069291,0.017251,0.071738,-0.014804
1.007,-0.2842,0.086279,0.23775,-0.13273
0.2,0.043232,-0.18025,0.00263,0.22611
0.252,-0.19887,0.047926,0.24243,-0.004362
0.704,-0.027967,0.10468,0.021052,-0.11159
0.401,0.1373,-0.052051,-0.10537,0.08398
1.006,-0.18289,-0.20115,0.14305,0.16131
1.006,0.017331,-0.058791,-0.0037523,0.07237
0.654,-0.18295,-0.10795,0.15582,0.080823
0.866,-0.032068,0.1946,0.025909,-0.20076
0.404,0.1223,-0.17558,-0.083313,0.21456
0.654,-0.17176,0.070685,0.13733,-0.10512
0.5,-0.31453,-0.057268,0.2923,0.035038
