ERROR|134002|R1|B15.9|Timeout on command
INFO|134054|R1|B15.9|Reseting nrf.
INFO|134555|R1|B15.9|Reseting nrf.
ERROR|135002|R1|B15.9|Timeout on command
INFO|135056|R1|B15.9|Reseting nrf.
INFO|135557|R1|B15.9|Reseting nrf.
ERROR|136002|R1|B15.9|Timeout on command
INFO|136058|R1|B15.9|Reseting nrf.
INFO|136559|R1|B15.9|Reseting nrf.
ERROR|137002|R1|B15.9|Timeout on command
INFO|137060|R1|B15.9|Reseting nrf.
INFO|137561|R1|B15.9|Reseting nrf.
ERROR|138002|R1|B15.9|Timeout on command
INFO|138062|R1|B15.9|Reseting nrf.
INFO|138563|R1|B15.9|Reseting nrf.
ERROR|139002|R1|B15.9|Timeout on command
INFO|139064|R1|B15.9|Reseting nrf.
INFO|139565|R1|B15.9|Reseting nrf.
ERROR|140002|R1|B15.9|Timeout on command
INFO|140066|R1|B15.9|Reseting nrf.
INFO|140567|R1|B15.9|Reseting nrf.
ERROR|141002|R1|B15.9|Timeout on command
INFO|141068|R1|B15.9|Reseting nrf.
INFO|141569|R1|B15.9|Reseting nrf.
ERROR|142002|R1|B15.9|Timeout on command
INFO|142070|R1|B15.9|Reseting nrf.
INFO|142571|R1|B15.9|Reseting nrf.
ERROR|143002|R1|B15.9|Timeout on command
INFO|143072|R1|B15.9|Reseting nrf.
INFO|143573|R1|B16.0|Reseting nrf.
ERROR|144002|R1|B15.9|Timeout on command
INFO|144074|R1|B16.0|Reseting nrf.
INFO|144575|R1|B15.9|Reseting nrf.
ERROR|145002|R1|B15.9|Timeout on command
INFO|145076|R1|B15.9|Reseting nrf.
INFO|145577|R1|B15.9|Reseting nrf.
INFO|146323|R1|B16.0|Reseting nrf.
ERROR|146332|R1|B15.9|Timeout on command
DATA|146832|R1|B16.0|0.09652|0.000|-0.16030|0.000|-0.14776|0.000|0.11377|0.000|
DATA|146842|R1|B15.7|0.09652|1.994|-0.16030|-1.841|-0.14776|-1.197|0.11377|1.963|
DATA|146852|R1|B15.7|0.09652|3.375|-0.16030|-5.338|-0.14776|-1.381|0.11377|4.449|
DATA|146862|R1|B15.6|0.09652|4.203|-0.16030|-8.314|-0.14776|-0.184|0.11377|4.418|
DATA|146872|R1|B15.6|0.09652|5.890|-0.16030|-9.725|-0.14776|0.000|0.11377|4.633|
DATA|146882|R1|B15.6|0.09652|7.179|-0.16030|-11.628|-0.14776|-0.184|0.11377|5.553|
DATA|146892|R1|B15.6|0.09652|8.621|-0.16030|-11.842|-0.14776|-0.767|0.11377|6.872|
DATA|146902|R1|B15.6|0.09652|10.431|-0.16030|-14.235|-0.14776|-1.841|0.11377|7.639|
DATA|146912|R1|B15.6|0.09652|11.781|-0.16030|-15.769|-0.14776|-1.657|0.11377|9.357|
DATA|146922|R1|B15.6|0.09652|11.965|-0.16030|-15.739|-0.14776|-1.841|0.11377|10.462|
DATA|146932|R1|B15.6|0.09652|10.922|-0.16030|-15.248|-0.14776|-2.669|0.11377|10.462|
DATA|146942|R1|B15.6|0.09652|12.057|-0.16030|-15.831|-0.14776|-2.516|0.11377|11.934|
DATA|146952|R1|B15.6|0.09652|13.407|-0.16030|-16.475|-0.14776|-2.976|0.11377|12.763|
DATA|146962|R1|B15.6|0.09652|13.070|-0.16030|-16.230|-0.14776|-3.497|0.11377|12.395|
DATA|146972|R1|B15.6|0.09652|12.824|-0.16030|-15.309|-0.14776|-3.651|0.11377|13.683|
DATA|146982|R1|B15.6|0.09652|13.652|-0.16030|-15.370|-0.14776|-4.387|0.11377|13.591|
DATA|146992|R1|B15.6|0.09652|13.744|-0.16030|-15.984|-0.14776|-4.878|0.11377|14.205|
DATA|147002|R1|B15.6|0.09652|12.916|-0.16030|-16.536|-0.14776|-5.369|0.11377|14.419|
DATA|147012|R1|B15.6|0.09652|13.714|-0.16030|-16.444|-0.14776|-5.123|0.11377|15.156|
DATA|147022|R1|B15.6|0.09652|14.603|-0.16030|-16.260|-0.14776|-4.571|0.11377|14.665|
DATA|147032|R1|B15.6|0.09652|15.800|-0.16030|-13.376|-0.14776|-5.921|0.11377|15.094|
DATA|147042|R1|B15.6|0.09652|17.579|-0.16030|-13.192|-0.14776|-9.296|0.11377|16.383|
DATA|147052|R1|B15.6|0.09652|18.285|-0.16030|-14.297|-0.14776|-11.229|0.11377|15.831|
DATA|147062|R1|B15.6|0.09652|17.303|-0.16030|-13.407|-0.14776|-8.130|0.11377|14.880|
DATA|147072|R1|B15.6|0.09652|13.254|-0.16030|-13.990|-0.14776|-11.045|0.11377|16.904|
DATA|147082|R1|B15.6|0.09652|13.284|-0.16030|-17.119|-0.14776|-13.039|0.11377|16.628|
DATA|147092|R1|B15.6|0.09652|14.573|-0.16030|-20.463|-0.14776|-14.021|0.11377|16.966|
DATA|147102|R1|B15.6|0.09652|15.892|-0.16030|-23.010|-0.14776|-16.598|0.11377|19.144|
DATA|147112|R1|B15.7|0.09652|13.560|-0.16030|-17.181|-0.14776|-15.401|0.11377|19.972|
DATA|147122|R1|B15.7|0.09652|14.511|-0.16030|-14.113|-0.14776|-8.529|0.11377|18.899|
DATA|147132|R1|B15.6|0.09652|15.800|-0.16030|-15.432|-0.14776|-11.351|0.11377|19.543|
DATA|147142|R1|B15.6|0.09652|15.217|-0.16030|-16.076|-0.14776|-13.407|0.11377|19.942|
DATA|147152|R1|B15.6|0.09652|14.665|-0.16030|-16.904|-0.14776|-13.192|0.11377|18.807|
DATA|147162|R1|B15.6|0.09652|14.818|-0.16030|-18.254|-0.14776|-13.775|0.11377|19.175|
DATA|147172|R1|B15.6|0.09652|14.788|-0.16030|-17.549|-0.14776|-12.272|0.11377|19.696|
DATA|147182|R1|B15.6|0.09652|14.665|-0.16030|-17.886|-0.14776|-13.254|0.11377|19.604|
DATA|147192|R1|B15.6|0.09652|15.831|-0.16030|-18.868|-0.14776|-13.591|0.11377|20.034|
DATA|147202|R1|B15.6|0.09652|14.941|-0.16030|-19.267|-0.14776|-13.499|0.11377|19.144|
DATA|147212|R1|B15.6|0.09652|14.573|-0.16030|-18.715|-0.14776|-13.499|0.11377|19.604|
DATA|147222|R1|B15.7|0.09652|15.953|-0.16030|-19.850|-0.14776|-12.517|0.11377|20.126|
DATA|147232|R1|B15.7|0.09652|15.248|-0.16030|-19.788|-0.14776|-13.775|0.11377|20.218|
DATA|147242|R1|B15.6|0.09652|15.463|-0.16030|-20.034|-0.14776|-14.603|0.11377|20.402|
DATA|147252|R1|B15.6|0.09652|16.137|-0.16030|-21.016|-0.14776|-14.235|0.11377|20.709|
DATA|147262|R1|B15.7|0.09652|15.739|-0.16030|-20.433|-0.14776|-15.370|0.11377|20.709|
DATA|147272|R1|B15.7|0.09652|16.475|-0.16030|-20.709|-0.14776|-14.603|0.11377|20.617|
DATA|147282|R1|B15.7|0.09652|16.782|-0.16030|-22.273|-0.14776|-14.910|0.11377|20.402|
DATA|147292|R1|B15.7|0.09652|16.291|-0.16030|-22.550|-0.14776|-15.463|0.11377|20.647|
DATA|147302|R1|B15.7|0.09652|16.843|-0.16030|-22.365|-0.14776|-15.094|0.11377|21.537|
DATA|147312|R1|B15.7|0.09652|16.598|-0.16030|-20.923|-0.14776|-14.235|0.11377|21.384|
DATA|147322|R1|B15.7|0.09652|16.720|-0.16030|-20.433|-0.14776|-15.248|0.11377|21.506|
DATA|147332|R1|B15.7|0.09652|17.579|-0.16030|-22.335|-0.14776|-17.303|0.11377|21.721|
DATA|147342|R1|B15.7|0.09652|17.365|-0.16030|-23.439|-0.14776|-17.365|0.11377|21.783|
DATA|147352|R1|B15.7|0.09652|16.506|-0.16030|-22.427|-0.14776|-14.696|0.11377|21.169|
DATA|147362|R1|B15.7|0.09652|16.720|-0.16030|-21.783|-0.14776|-15.616|0.11377|21.783|
DATA|147372|R1|B15.7|0.09652|17.273|-0.16030|-21.292|-0.14776|-16.904|0.11377|22.457|
DATA|147382|R1|B15.7|0.09652|17.395|-0.16030|-20.678|-0.14776|-16.383|0.11377|22.335|
DATA|147392|R1|B15.7|0.09652|17.395|-0.16030|-21.598|-0.14776|-15.677|0.11377|21.506|
DATA|147402|R1|B15.7|0.09652|16.720|-0.16030|-21.200|-0.14776|-17.763|0.11377|22.488|
DATA|147412|R1|B15.7|0.09652|18.162|-0.16030|-21.752|-0.14776|-17.058|0.11377|22.703|
DATA|147422|R1|B15.7|0.09652|18.745|-0.16030|-23.040|-0.14776|-16.444|0.11377|22.243|
