time,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor1_speed,motor2_speed,motor3_speed,motor4_speed
0,-0.47591,0.20846,0.55192,0,0,0,0,0
10,-0.47591,0.20846,0.55192,0,-1.963,2.73,1.871,0
20,-0.47591,0.20846,0.55192,0,-3.007,6.903,3.16,0.153
30,-0.47591,0.20846,0.55192,0,-2.638,5.185,4.663,0.184
40,-0.47591,0.20846,0.55192,0,-3.221,4.633,8.161,0.123
50,-0.47591,0.20846,0.55192,0,-3.405,6.627,9.511,0.184
60,-0.47591,0.20846,0.55192,0,-2.577,7.793,9.511,0.031
70,-0.47591,0.20846,0.55192,0,-3.16,8.866,11.382,-0.061
80,-0.47591,0.20846,0.55192,0,-4.97,10.861,14.419,-0.092
90,-0.47591,0.20846,0.55192,0,-5.584,12.671,15.278,0.123
100,-0.47591,0.20846,0.55192,0,-3.958,12.763,14.972,0.767
110,-0.47591,0.20846,0.55192,0,-5.123,13.284,17.058,1.074
120,-0.47591,0.20846,0.55192,0,-8.007,15.401,19.727,4.51
130,-0.47591,0.20846,0.55192,0,-10.308,14.113,22.457,5.185
140,-0.47591,0.20846,0.55192,0,-10.891,12.088,25.617,4.817
150,-0.47591,0.20846,0.55192,0,-12.456,13.591,29.729,4.571
160,-0.47591,0.20846,0.55192,0,-16.291,15.493,33.625,4.357
170,-0.47591,0.20846,0.55192,0,-18.346,15.217,34.085,4.264
180,-0.47591,0.20846,0.55192,0,-15.677,15.953,33.349,5.154
190,-0.47591,0.20846,0.55192,0,-15.125,17.089,30.496,5.093
200,-0.47591,0.20846,0.55192,0,-15.217,17.181,29.913,4.725
210,-0.47591,0.20846,0.55192,0,-18.224,19.113,32.704,4.541
220,-0.47591,0.20846,0.55192,0,-20.371,21.046,33.41,4.479
230,-0.47591,0.20846,0.55192,0,-15.248,20.739,30.342,5.308
240,-0.47591,0.20846,0.55192,0,-14.726,20.801,31.661,5.461
250,-0.47591,0.20846,0.55192,0,-16.935,21.568,35.19,5.277
260,-0.47591,0.20846,0.55192,0,-14.174,21.2,37.153,5.216
270,-0.47591,0.20846,0.55192,0,-12.916,21.261,32.551,4.694
280,-0.47591,0.20846,0.55192,0,-15.493,22.764,34.852,4.418
290,-0.47591,0.20846,0.55192,0,-17.395,23.47,39.761,4.357
300,-0.47591,0.20846,0.55192,0,-18.807,21.997,44.056,4.264
310,-0.47591,0.20846,0.55192,0,-20.494,21.875,46.817,4.111
320,-0.47591,0.20846,0.55192,0,-24.237,21.997,41.97,3.467
330,-0.47591,0.20846,0.55192,0,-27.489,24.237,40.068,3.129
340,-0.47591,0.20846,0.55192,0,-22.181,25.127,39.761,3.313
350,-0.47591,0.20846,0.55192,0,-21.721,25.28,37.521,2.945
360,-0.47591,0.20846,0.55192,0,-24.605,25.525,40.835,2.669
370,-0.47591,0.20846,0.55192,0,-29.023,26.446,44.209,2.178
380,-0.47591,0.20846,0.55192,0,-33.625,27.796,46.97,1.319
390,-0.47591,0.20846,0.55192,0,-30.465,27.458,44.946,1.012
400,-0.47591,0.20846,0.55192,0,-28.563,26.323,43.841,0.982
410,-0.47591,0.20846,0.55192,0,-33.042,26.845,43.504,0.828
420,-0.47591,0.20846,0.55192,0,-37.429,28.348,43.78,0.153
430,-0.47591,0.20846,0.55192,0,-36.785,29.821,46.234,0
440,-0.47591,0.20846,0.55192,0,-33.134,29.238,46.449,0
450,-0.47591,0.20846,0.55192,0,-35.312,29.637,41.724,-0.92
460,-0.47591,0.20846,0.55192,0,-35.159,30.342,44.301,-0.859
470,-0.47591,0.20846,0.55192,0,-32.797,29.698,46.418,-0.43
480,-0.47591,0.20846,0.55192,0,-35.527,30.189,44.67,-0.706
490,-0.47591,0.20846,0.55192,0,-38.626,31.109,44.455,-0.951
500,-0.47591,0.20846,0.55192,0,-36.816,32.03,45.13,-1.135
510,-0.47591,0.20846,0.55192,0,-33.932,31.937,44.332,-1.35
520,-0.47591,0.20846,0.55192,0,-35.036,31.6,45.59,-1.289
530,-0.47591,0.20846,0.55192,0,-38.442,32.214,47.339,-1.503
540,-0.47591,0.20846,0.55192,0,-40.712,33.134,46.265,-3.252
550,-0.47591,0.20846,0.55192,0,-38.104,34.177,46.664,-3.896
560,-0.47591,0.20846,0.55192,0,-38.718,34.484,48.014,-4.08
570,-0.47591,0.20846,0.55192,0,-41.939,34.852,48.627,-4.755
580,-0.47591,0.20846,0.55192,0,-43.442,35.864,48.658,-5.369
590,-0.47591,0.20846,0.55192,0,-41.08,36.754,47.615,-5.983
600,-0.47591,0.20846,0.55192,0,-41.939,37.306,47.83,-6.259
610,-0.47591,0.20846,0.55192,0,-42.645,37.951,48.32,-6.381
620,-0.47591,0.20846,0.55192,0,-41.111,38.196,48.965,-6.504
630,-0.47591,0.20846,0.55192,0,-41.786,38.442,47.553,-7.363
640,-0.47591,0.20846,0.55192,0,-40.528,39.055,45.621,-8.038
650,-0.47591,0.20846,0.55192,0,-39.423,39.055,47.922,-8.376
660,-0.47591,0.20846,0.55192,0,-42.461,39.178,50.713,-8.744
670,-0.47591,0.20846,0.55192,0,-45.283,39.515,51.849,-9.388
680,-0.47591,0.20846,0.55192,0,-47.063,40.129,51.818,-10.186
690,-0.47591,0.20846,0.55192,0,-44.271,41.602,47.707,-11.167
700,-0.47591,0.20846,0.55192,0,-39.117,41.571,47.676,-11.014
710,-0.47591,0.20846,0.55192,0,-42.829,41.571,49.149,-10.953
720,-0.47591,0.20846,0.55192,0,-46.111,42.307,46.449,-11.137
730,-0.47591,0.20846,0.55192,0,-47.83,43.933,46.019,-10.983
740,-0.47591,0.20846,0.55192,0,-40.436,46.111,40.896,-10.922
750,-0.47591,0.20846,0.55192,0,-34.913,45.498,38.81,-10.308
760,-0.47591,0.20846,0.55192,0,-39.086,45.375,39.945,-10.155
770,-0.47591,0.20846,0.55192,0,-41.847,45.774,40.681,-10.032
780,-0.47591,0.20846,0.55192,0,-41.878,46.142,42.982,-9.756
790,-0.47591,0.20846,0.55192,0,-40.804,45.713,46.725,-9.204
