time,motor1_cmd,motor2_cmd,motor3_cmd,motor4_cmd,motor1_speed,motor2_speed,motor3_speed,motor4_speed
0,0.09652,-0.1603,-0.14776,0.11377,0,0,0,0
10,0.09652,-0.1603,-0.14776,0.11377,1.994,-1.841,-1.197,1.963
20,0.09652,-0.1603,-0.14776,0.11377,3.375,-5.338,-1.381,4.449
30,0.09652,-0.1603,-0.14776,0.11377,4.203,-8.314,-0.184,4.418
40,0.09652,-0.1603,-0.14776,0.11377,5.89,-9.725,0,4.633
50,0.09652,-0.1603,-0.14776,0.11377,7.179,-11.628,-0.184,5.553
60,0.09652,-0.1603,-0.14776,0.11377,8.621,-11.842,-0.767,6.872
70,0.09652,-0.1603,-0.14776,0.11377,10.431,-14.235,-1.841,7.639
80,0.09652,-0.1603,-0.14776,0.11377,11.781,-15.769,-1.657,9.357
90,0.09652,-0.1603,-0.14776,0.11377,11.965,-15.739,-1.841,10.462
100,0.09652,-0.1603,-0.14776,0.11377,10.922,-15.248,-2.669,10.462
110,0.09652,-0.1603,-0.14776,0.11377,12.057,-15.831,-2.516,11.934
120,0.09652,-0.1603,-0.14776,0.11377,13.407,-16.475,-2.976,12.763
130,0.09652,-0.1603,-0.14776,0.11377,13.07,-16.23,-3.497,12.395
140,0.09652,-0.1603,-0.14776,0.11377,12.824,-15.309,-3.651,13.683
150,0.09652,-0.1603,-0.14776,0.11377,13.652,-15.37,-4.387,13.591
160,0.09652,-0.1603,-0.14776,0.11377,13.744,-15.984,-4.878,14.205
170,0.09652,-0.1603,-0.14776,0.11377,12.916,-16.536,-5.369,14.419
180,0.09652,-0.1603,-0.14776,0.11377,13.714,-16.444,-5.123,15.156
190,0.09652,-0.1603,-0.14776,0.11377,14.603,-16.26,-4.571,14.665
200,0.09652,-0.1603,-0.14776,0.11377,15.8,-13.376,-5.921,15.094
210,0.09652,-0.1603,-0.14776,0.11377,17.579,-13.192,-9.296,16.383
220,0.09652,-0.1603,-0.14776,0.11377,18.285,-14.297,-11.229,15.831
230,0.09652,-0.1603,-0.14776,0.11377,17.303,-13.407,-8.13,14.88
240,0.09652,-0.1603,-0.14776,0.11377,13.254,-13.99,-11.045,16.904
250,0.09652,-0.1603,-0.14776,0.11377,13.284,-17.119,-13.039,16.628
260,0.09652,-0.1603,-0.14776,0.11377,14.573,-20.463,-14.021,16.966
270,0.09652,-0.1603,-0.14776,0.11377,15.892,-23.01,-16.598,19.144
280,0.09652,-0.1603,-0.14776,0.11377,13.56,-17.181,-15.401,19.972
290,0.09652,-0.1603,-0.14776,0.11377,14.511,-14.113,-8.529,18.899
300,0.09652,-0.1603,-0.14776,0.11377,15.8,-15.432,-11.351,19.543
310,0.09652,-0.1603,-0.14776,0.11377,15.217,-16.076,-13.407,19.942
320,0.09652,-0.1603,-0.14776,0.11377,14.665,-16.904,-13.192,18.807
330,0.09652,-0.1603,-0.14776,0.11377,14.818,-18.254,-13.775,19.175
340,0.09652,-0.1603,-0.14776,0.11377,14.788,-17.549,-12.272,19.696
350,0.09652,-0.1603,-0.14776,0.11377,14.665,-17.886,-13.254,19.604
360,0.09652,-0.1603,-0.14776,0.11377,15.831,-18.868,-13.591,20.034
370,0.09652,-0.1603,-0.14776,0.11377,14.941,-19.267,-13.499,19.144
380,0.09652,-0.1603,-0.14776,0.11377,14.573,-18.715,-13.499,19.604
390,0.09652,-0.1603,-0.14776,0.11377,15.953,-19.85,-12.517,20.126
400,0.09652,-0.1603,-0.14776,0.11377,15.248,-19.788,-13.775,20.218
410,0.09652,-0.1603,-0.14776,0.11377,15.463,-20.034,-14.603,20.402
420,0.09652,-0.1603,-0.14776,0.11377,16.137,-21.016,-14.235,20.709
430,0.09652,-0.1603,-0.14776,0.11377,15.739,-20.433,-15.37,20.709
440,0.09652,-0.1603,-0.14776,0.11377,16.475,-20.709,-14.603,20.617
450,0.09652,-0.1603,-0.14776,0.11377,16.782,-22.273,-14.91,20.402
460,0.09652,-0.1603,-0.14776,0.11377,16.291,-22.55,-15.463,20.647
470,0.09652,-0.1603,-0.14776,0.11377,16.843,-22.365,-15.094,21.537
480,0.09652,-0.1603,-0.14776,0.11377,16.598,-20.923,-14.235,21.384
490,0.09652,-0.1603,-0.14776,0.11377,16.72,-20.433,-15.248,21.506
500,0.09652,-0.1603,-0.14776,0.11377,17.579,-22.335,-17.303,21.721
510,0.09652,-0.1603,-0.14776,0.11377,17.365,-23.439,-17.365,21.783
